date,fav_count,retweet,retweet_count,text,user
2020-06-06 00:52:51,1,False,0,Y’all better make Kap a partial owner to right this wrong wtf @NFL,uhnonimouse
2020-06-06 00:51:00,1,False,0,BEEN SAYIN IT FOR YEARS THE NFL IS TOXIC FOOTBALL IS TOXIC YALL ARE FUCK UPS @NFL FOH,uhnonimouse
2020-06-06 00:33:14,0,False,130,"RT @mmcgll: After 170 years, the auction block is FINALLY gone from William Street in downtown Fredericksburg!!! https://t.co/h92RXa6PSg",uhnonimouse
2020-06-05 17:46:02,0,False,0,Fuck 12 at all times,uhnonimouse
2020-06-05 17:45:36,0,False,192975,RT @SizweDiba: Judge for yourself....when is gonna?😭 #icantbreathe #GeorgeFloyd https://t.co/72XyRaTlGe,uhnonimouse
2020-06-04 15:37:34,0,False,0,"community review, mandartory budget review, and resource audit should be mandatory across the country like wtf",uhnonimouse
2020-06-04 15:36:28,1,False,0,Keep pushing. Black lives matter https://t.co/X4Ds63qpFl,uhnonimouse
2020-06-04 01:30:15,0,False,0,Dub https://t.co/wUfOZ4F7bs,uhnonimouse
2020-06-04 00:06:48,1,False,0,Taco Bell hurry up n get hip I want a crunch wrap gd https://t.co/7l9SruF07O,uhnonimouse
2020-06-03 23:41:48,1,False,0,Drew brees a fuck boy anyway n football sucks fuck em black lives matter ya doinks,uhnonimouse
2020-06-03 00:43:27,0,False,0,Vote em out. Black Lives Matter. https://t.co/PLgrstTtGH,uhnonimouse
2020-06-02 15:46:53,2,False,0,Yo in case this hasn’t occured to you be sure to be conscious of where you’re spending your money. You can vote in… https://t.co/xxUxFHR6Jo,uhnonimouse
2020-06-02 15:20:06,2,False,0,"Good but not enough, there’s never room for error as an individual wielding such force but especially right now https://t.co/Bz41xbLWOp",uhnonimouse
2020-06-02 02:15:53,1,False,0,Do better https://t.co/IBmXOadNS0,uhnonimouse
2020-06-01 05:22:00,1,False,0,i don’t wanna hear anybody talkin about things getting back to “normal” or “the way things were” tf,uhnonimouse
2020-05-31 19:00:07,0,False,4949,"RT @50cent: 👀 THIS IS THE GUY RIGHT HERE, He doesn’t want to but we need him to be president. @NYGovCuomo https://t.co/Kc6nF3RFo0",uhnonimouse
2020-05-31 18:05:55,0,False,3563,RT @4TheCulture____: WOW This happened in Atlanta on live news’s they don’t care who’s watching https://t.co/LNtQe7NSDt,uhnonimouse
2020-05-31 17:38:06,6,False,0,gonna be the first tatted and pierced elected official we need new voices,uhnonimouse
2020-05-31 14:51:26,5,False,0,Black lives matter,uhnonimouse
2020-05-30 13:48:21,5,False,0,*fuck pigs and racists (just so we’re clear here),uhnonimouse
2020-06-06 00:52:51,1,False,0,Y’all better make Kap a partial owner to right this wrong wtf @NFL,uhnonimouse
2020-06-06 00:51:00,1,False,0,BEEN SAYIN IT FOR YEARS THE NFL IS TOXIC FOOTBALL IS TOXIC YALL ARE FUCK UPS @NFL FOH,uhnonimouse
2020-06-06 00:33:14,0,False,130,"RT @mmcgll: After 170 years, the auction block is FINALLY gone from William Street in downtown Fredericksburg!!! https://t.co/h92RXa6PSg",uhnonimouse
2020-06-05 17:46:02,0,False,0,Fuck 12 at all times,uhnonimouse
2020-06-05 17:45:36,0,False,192975,RT @SizweDiba: Judge for yourself....when is gonna?😭 #icantbreathe #GeorgeFloyd https://t.co/72XyRaTlGe,uhnonimouse
2020-06-04 15:37:34,0,False,0,"community review, mandartory budget review, and resource audit should be mandatory across the country like wtf",uhnonimouse
2020-06-04 15:36:28,1,False,0,Keep pushing. Black lives matter https://t.co/X4Ds63qpFl,uhnonimouse
2020-06-04 01:30:15,0,False,0,Dub https://t.co/wUfOZ4F7bs,uhnonimouse
2020-06-04 00:06:48,1,False,0,Taco Bell hurry up n get hip I want a crunch wrap gd https://t.co/7l9SruF07O,uhnonimouse
2020-06-03 23:41:48,1,False,0,Drew brees a fuck boy anyway n football sucks fuck em black lives matter ya doinks,uhnonimouse
2020-06-03 00:43:27,0,False,0,Vote em out. Black Lives Matter. https://t.co/PLgrstTtGH,uhnonimouse
2020-06-02 15:46:53,2,False,0,Yo in case this hasn’t occured to you be sure to be conscious of where you’re spending your money. You can vote in… https://t.co/xxUxFHR6Jo,uhnonimouse
2020-06-02 15:20:06,2,False,0,"Good but not enough, there’s never room for error as an individual wielding such force but especially right now https://t.co/Bz41xbLWOp",uhnonimouse
2020-06-02 02:15:53,1,False,0,Do better https://t.co/IBmXOadNS0,uhnonimouse
2020-06-01 05:22:00,1,False,0,i don’t wanna hear anybody talkin about things getting back to “normal” or “the way things were” tf,uhnonimouse
2020-05-31 19:00:07,0,False,4949,"RT @50cent: 👀 THIS IS THE GUY RIGHT HERE, He doesn’t want to but we need him to be president. @NYGovCuomo https://t.co/Kc6nF3RFo0",uhnonimouse
2020-05-31 18:05:55,0,False,3563,RT @4TheCulture____: WOW This happened in Atlanta on live news’s they don’t care who’s watching https://t.co/LNtQe7NSDt,uhnonimouse
2020-05-31 17:38:06,6,False,0,gonna be the first tatted and pierced elected official we need new voices,uhnonimouse
2020-05-31 14:51:26,5,False,0,Black lives matter,uhnonimouse
2020-05-30 13:48:21,5,False,0,*fuck pigs and racists (just so we’re clear here),uhnonimouse
2020-05-30 13:45:49,3,False,0,"Richmond popped off last night, proud of the city but this is just getting started. Everybody stay safe,  stand up… https://t.co/4jpo9k6R4c",uhnonimouse
2020-05-25 20:16:08,0,False,1,RT @basement_dudes: Chris Moulton used to spend spring break.,uhnonimouse
2020-05-18 14:23:37,4,False,0,last day of 27 🤘,uhnonimouse
2020-05-17 00:33:22,1,False,0,gonna send this one back out there cause it would still be hype https://t.co/k7baIaXTUp,uhnonimouse
2020-05-07 15:35:32,0,False,2,RT @audiotreemusic: Let's make a night of it,uhnonimouse
2020-05-07 14:33:19,1,False,0,accidentally vacuumed up a joint just now so that’s how things are going,uhnonimouse
2020-05-03 05:32:30,0,False,0,cracked my phone ha,uhnonimouse
2020-05-03 03:24:07,0,False,0,100s of dollars on weed not proud of it,uhnonimouse
2020-04-28 22:53:04,1,False,0,miss u @SeanFredericks 😘😘,uhnonimouse
2020-04-25 16:36:23,2,False,0,@lberns3 TRAGIC,uhnonimouse
2020-04-25 15:52:35,1,False,0,finna sniff some oxiclean brb 🤡,uhnonimouse
2020-04-23 15:23:34,0,False,0,high as hell im on mars call me bruno  🥶,uhnonimouse
2020-04-20 01:39:49,0,True,3,"RT @slpyboy: BLUE DREAM AND QUARANTINE BY CLOAKING AKA ME.

Tomorrow. 12 tracks. Special thanks to graham Hancock and juicy j https://t.co/…",uhnonimouse
2020-04-19 00:13:58,0,False,0,it’s crazy when somebody can tell that you were overweight at some point cause the way ur spine feels 😶,uhnonimouse
2020-04-19 00:13:03,0,False,0,just had a massage feeling like a brand new lunch box,uhnonimouse
2020-04-18 23:50:36,2,False,0,@xanax_princess_ GET IN THA WARZONE U ****** ***** **** ***** ****** ***** COPY !,uhnonimouse
2020-04-18 19:15:43,2,False,0,haven’t had any caffeine in 30 days im flyyiiinnnn 🛸🕊,uhnonimouse
2020-04-18 15:40:39,1,False,0,@KeysOpensDoors bro i am WITH you idk what that stuffs made of but it’s yummy,uhnonimouse
2020-04-18 14:01:01,0,False,0,@lberns3 Real boy,uhnonimouse
2020-04-16 16:35:51,0,False,0,new carti makin me snort rice 😤,uhnonimouse
2020-04-16 16:18:03,1,False,0,my idea of being productive is so fucked up rn 😂,uhnonimouse
2020-04-15 19:44:52,0,False,0,they would announce a new iPhone when the checks are rolling out 😑,uhnonimouse
2020-04-15 14:41:51,2,False,1,hey @Activision can y’all make it so you can land on the words in warzone n duke it out above the clouds?? k thnx copy,uhnonimouse
2020-04-14 23:29:31,0,False,123986,RT @playboicarti: https://t.co/nevbxXpuek,uhnonimouse
2020-04-13 13:50:11,2,False,0,"“junk in and junk out, that’s why you look and feel terrible” gd nutrisystem is pulling no punches",uhnonimouse
2020-04-11 03:38:15,3,False,0,kanye the greatest artist of our generation all around,uhnonimouse
2020-04-10 13:03:50,0,False,0,usher can really sing like jeez,uhnonimouse
2020-04-06 16:07:35,1,False,0,this wfh ish gonna have me back on real drugs just watch,uhnonimouse
2020-04-05 03:57:46,0,True,2,RT @slpyboy: https://t.co/yx1N2ISxdd,uhnonimouse
2020-04-04 02:51:39,2,False,0,drakes trash ass new song really is long as hell too yikes,uhnonimouse
2020-04-01 19:11:51,0,False,0,@slpyboy that’s a copy,uhnonimouse
2020-04-01 16:16:11,0,False,0,@slpyboy @XXL boosts the immune system! 😂,uhnonimouse
2020-04-01 14:47:09,0,False,0,i know i drive my cat fucking crazy 😂,uhnonimouse
2020-04-01 14:28:46,2,False,1,well...had a meeting and sent an email...guess that’s it for the day,uhnonimouse
2020-03-30 15:42:04,2,False,0,nothing quite like the post dab pace around the room,uhnonimouse
2020-03-30 13:40:33,0,False,0,@lberns3 real boy!,uhnonimouse
2020-03-30 00:13:30,1,False,0,copy,uhnonimouse
2020-03-29 22:47:53,0,False,0,yea total ass,uhnonimouse
2020-03-28 14:57:18,0,False,0,almost forgot how to hug for a sec 😔,uhnonimouse
2020-03-28 03:08:10,0,False,0,"about to the watch the new aladdin, very skeptical we’ll see",uhnonimouse
2020-03-27 00:15:05,1,False,0,@therealjuicyj Yeezys,uhnonimouse
2020-03-26 01:54:14,2,False,0,that’s it,uhnonimouse
2020-03-26 01:46:44,2,False,0,i ate pizza today 👍,uhnonimouse
2020-03-25 21:01:54,0,False,0,@lberns3 the more you know 🤔,uhnonimouse
2020-03-25 17:33:54,0,False,0,@slpyboy 10/10.5,uhnonimouse
2020-03-25 15:37:58,2,False,0,bro i accidentally bought another pair wtf i need groceries,uhnonimouse
2020-03-25 15:34:41,1,False,0,why is florida always fucking this is ridiculous fr https://t.co/ll6YuxpVu6,uhnonimouse
2020-03-25 14:41:14,2,False,0,ive really been in the house a week now wow,uhnonimouse
2020-03-25 13:38:23,0,False,0,damn i just left the fridge open for 10 mins,uhnonimouse
2020-03-25 13:37:39,0,False,0,this wfh stuff gonna have me back on my twitter bs 😤💪,uhnonimouse
2020-03-24 17:31:04,0,False,0,@slpyboy yea this did not age well 😶,uhnonimouse
2020-03-24 16:43:58,2,False,0,out here drinking milk wtf,uhnonimouse
2020-03-24 14:53:45,3,False,0,iight lemme send a couple emails before i get too stoned n forget that im still at work,uhnonimouse
2020-03-22 17:19:36,0,False,42,RT @TF_Woo: Mfs on monument rn having a picnic 😭😭😭 https://t.co/3LZzp54Oru,uhnonimouse
2020-03-21 04:27:58,3,False,0,accidentally got another pair of yeezys today in this time of financial security 👍,uhnonimouse
2020-03-20 20:24:47,1,False,0,"smoke joint, eat snacks, take nap, repeat",uhnonimouse
2020-03-15 14:42:22,0,False,0,"i look the moon in his face, me and the moon relate 🌛💫",uhnonimouse
2020-03-12 21:27:48,0,False,75850,RT @LILUZIVERT: Sooner than you think 🛸🔥 https://t.co/8SivgQx21J,uhnonimouse
2020-03-11 17:06:20,1,False,0,@TF_Woo Keep your head up big dog 🙏,uhnonimouse
2020-03-07 15:18:42,0,False,0,things looking up we really made it out of winter,uhnonimouse
2020-03-07 14:22:28,0,False,0,@LILUZIVERT PROUD OF YOU 🛸🌟,uhnonimouse
2020-03-07 00:02:10,0,False,0,this shit is like a holiday thank u @LILUZIVERT 👽💫🪐,uhnonimouse
