text,user,date,fav_count,retweet_count,retweet
tb to when i was younger and my dad tried to play video games w me. i smoked his ass but it was fun tho,xanax_princess_,2020-05-24 23:48:11,5,0,False
"never thought I’d wear jeans in 90+ weather, but I do be about that swag",xanax_princess_,2020-05-19 23:01:57,3,0,False
new mixtape “i smoked 100 blunts with god” coming soon,xanax_princess_,2020-05-09 21:50:16,2,0,False
@annabanana4128 Ewwww gross,xanax_princess_,2020-05-08 00:15:20,1,0,False
@slpyboy @audiotreemusic i love diy,xanax_princess_,2020-05-07 19:13:14,1,0,False
@slpyboy we gotta make more music together once this quarantine ends,xanax_princess_,2020-05-05 16:21:15,2,0,False
@slpyboy lmaooo love u boi,xanax_princess_,2020-05-05 16:19:03,2,0,False
support my amazing beautiful gf!!! https://t.co/IDX3Ma8hFY,xanax_princess_,2020-05-05 02:45:17,0,1,False
RT @CoachBradSwim: 👋These ARE the coffee droids you’re looking for!🤖  R2-FrenchPress-D2 #StarWarsDay #MayTheFourthBeWithYou https://t.co/Yt…,xanax_princess_,2020-05-04 23:54:26,0,1,True
🔥🔥🔥 https://t.co/4Z6xr1Xty0,xanax_princess_,2020-05-02 18:18:39,0,1,False
@mollydrag @Bandcamp https://t.co/NIbn2ar4UK,xanax_princess_,2020-05-01 22:43:03,0,1,False
"almost forgot that @timpc9213 is my number one worst enemy, but then he refused to play me in imessage games",xanax_princess_,2020-04-30 15:59:34,6,0,False
@annabanana4128 @CHEEKIESUNG down,xanax_princess_,2020-04-26 02:28:54,0,0,False
no one talks louder than white men on the phone,xanax_princess_,2020-04-25 03:37:14,5,0,False
@annabanana4128 @AngelaLools @GainKnowIedge Bet I gotchu,xanax_princess_,2020-04-23 00:12:09,0,0,False
"RT @slpyboy: BLUE DREAM AND QUARANTINE BY CLOAKING AKA ME.

Tomorrow. 12 tracks. Special thanks to graham Hancock and juicy j https://t.co/…",xanax_princess_,2020-04-19 23:54:55,0,3,True
"quarantine turned me into a gamer. having a nice pc is sick cuz u can use emulators (gba, n64, ps2) &amp; steam and u c… https://t.co/tKws6BU7FN",xanax_princess_,2020-04-18 23:37:22,4,0,False
@pegahsus_ i prefer the opiates one for casual browsing,xanax_princess_,2020-04-16 18:10:10,1,0,False
@annabanana4128 @AngelaLools @GainKnowIedge I gotchu,xanax_princess_,2020-04-16 13:59:17,0,0,False
is love digital? https://t.co/V19NOhrezV,xanax_princess_,2020-04-07 20:22:54,1,1,False
tb to when i was younger and my dad tried to play video games w me. i smoked his ass but it was fun tho,xanax_princess_,2020-05-24 23:48:11,5,0,False
"never thought I’d wear jeans in 90+ weather, but I do be about that swag",xanax_princess_,2020-05-19 23:01:57,3,0,False
new mixtape “i smoked 100 blunts with god” coming soon,xanax_princess_,2020-05-09 21:50:16,2,0,False
@annabanana4128 Ewwww gross,xanax_princess_,2020-05-08 00:15:20,1,0,False
@slpyboy @audiotreemusic i love diy,xanax_princess_,2020-05-07 19:13:14,1,0,False
@slpyboy we gotta make more music together once this quarantine ends,xanax_princess_,2020-05-05 16:21:15,2,0,False
@slpyboy lmaooo love u boi,xanax_princess_,2020-05-05 16:19:03,2,0,False
support my amazing beautiful gf!!! https://t.co/IDX3Ma8hFY,xanax_princess_,2020-05-05 02:45:17,0,1,False
RT @CoachBradSwim: 👋These ARE the coffee droids you’re looking for!🤖  R2-FrenchPress-D2 #StarWarsDay #MayTheFourthBeWithYou https://t.co/Yt…,xanax_princess_,2020-05-04 23:54:26,0,1,True
🔥🔥🔥 https://t.co/4Z6xr1Xty0,xanax_princess_,2020-05-02 18:18:39,0,1,False
@mollydrag @Bandcamp https://t.co/NIbn2ar4UK,xanax_princess_,2020-05-01 22:43:03,0,1,False
"almost forgot that @timpc9213 is my number one worst enemy, but then he refused to play me in imessage games",xanax_princess_,2020-04-30 15:59:34,6,0,False
@annabanana4128 @CHEEKIESUNG down,xanax_princess_,2020-04-26 02:28:54,0,0,False
no one talks louder than white men on the phone,xanax_princess_,2020-04-25 03:37:14,5,0,False
@annabanana4128 @AngelaLools @GainKnowIedge Bet I gotchu,xanax_princess_,2020-04-23 00:12:09,0,0,False
"RT @slpyboy: BLUE DREAM AND QUARANTINE BY CLOAKING AKA ME.

Tomorrow. 12 tracks. Special thanks to graham Hancock and juicy j https://t.co/…",xanax_princess_,2020-04-19 23:54:55,0,3,True
"quarantine turned me into a gamer. having a nice pc is sick cuz u can use emulators (gba, n64, ps2) &amp; steam and u c… https://t.co/tKws6BU7FN",xanax_princess_,2020-04-18 23:37:22,4,0,False
@pegahsus_ i prefer the opiates one for casual browsing,xanax_princess_,2020-04-16 18:10:10,1,0,False
@annabanana4128 @AngelaLools @GainKnowIedge I gotchu,xanax_princess_,2020-04-16 13:59:17,0,0,False
is love digital? https://t.co/V19NOhrezV,xanax_princess_,2020-04-07 20:22:54,1,1,False
RT @slpyboy: https://t.co/yx1N2ISxdd,xanax_princess_,2020-04-05 05:43:30,0,2,True
@slpyboy yeah boi gotta facetime u @timpc9213 nick &amp; the crew,xanax_princess_,2020-04-04 02:54:21,2,0,False
"day 10 of quarantine: i just facetime w my gf to watch gilmore girls, play pokemon, tutor &amp; freelance. life is pret… https://t.co/jWVwwGKVy0",xanax_princess_,2020-04-03 22:41:48,5,1,False
you’re telling me that the largest financial institution in harry potter runs on goblins using mineshaft carts,xanax_princess_,2020-04-02 23:59:19,3,0,False
RT @PossumEveryHour: https://t.co/9YMCLFbPd9,xanax_princess_,2020-03-27 02:24:02,0,1877,True
"started writing a lil - ""the exponential curve is cool as shit"" https://t.co/PMt8eIw9IV",xanax_princess_,2020-03-26 20:11:03,3,2,False
@jaqkeystone I think u post an ugly pic then delete it???,xanax_princess_,2020-03-25 13:45:23,1,0,False
paul wall with the pall malls,xanax_princess_,2020-03-24 19:44:11,3,0,False
"RT @annabanana4128: one time at one of my bday parties, my friend asked my mom for an apple and my mom said she was surprised but happy som…",xanax_princess_,2020-03-23 01:14:34,0,1,True
RT @AristocratAlex: Mike Shinoda absolutely BODIES his verse on “In the End”,xanax_princess_,2020-03-20 22:26:08,0,1,True
@cheddahz thank u friday the 13th deals https://t.co/nQOYcxqzZa,xanax_princess_,2020-03-14 05:35:38,2,0,False
my ex randomly asked me a stats question today. might get a house w my gf and other ex. don’t hold grudges y’all life is too short,xanax_princess_,2020-03-13 03:42:07,3,0,False
one of the perks of being sober and recently unemployed is that i have no excuse not to do writing/art shit https://t.co/M88KdX2t1H,xanax_princess_,2020-03-10 03:42:41,6,0,False
driving in the hood is dope cuz it’s like the wild west- just don’t tailgate or pull up right next to someone,xanax_princess_,2020-03-09 20:47:04,1,1,False
with my girl on a friday night,xanax_princess_,2020-03-07 01:32:40,3,1,False
im the only person i know who’s ever downloaded a chevy woods mixtape,xanax_princess_,2020-03-04 23:01:30,3,0,False
"finally have the holy trinity - mac, windows &amp; linux computers",xanax_princess_,2020-02-29 15:56:11,5,0,False
sending my bros heart emojis in 2020,xanax_princess_,2020-02-29 05:13:53,5,0,False
love manicly texting the homies at 4 am,xanax_princess_,2020-02-25 10:14:30,3,0,False
"just went to rehab so i could really use the money, $3K in debt atm",xanax_princess_,2020-02-25 08:18:36,2,0,False
"stream fine line so i get a rack, damn https://t.co/6Oj0umMY0T",xanax_princess_,2020-02-25 08:17:54,0,0,False
diyforever https://t.co/EtOyzGUr9f,xanax_princess_,2020-02-24 04:11:11,4,0,False
"*french montana voice* i vape cbd, it help me sleep",xanax_princess_,2020-02-24 03:56:50,1,1,False
@annabanana4128 topanga from boy meets world!!,xanax_princess_,2020-02-23 06:40:41,0,0,False
my girl bad like topanga,xanax_princess_,2020-02-23 06:38:38,2,0,False
RT @slpyboy: We need a Tesla vape,xanax_princess_,2020-02-22 07:21:29,0,1,True
@slpyboy worst part is the smell,xanax_princess_,2020-02-22 07:14:14,0,0,False
"best part of being sober isn’t not doing drugs, but that i enjoy connecting w other people",xanax_princess_,2020-02-21 18:35:08,11,1,False
love living in houston love 9pm traffic love 7am traffic love 4pm traffic. love it so much,xanax_princess_,2020-02-20 04:11:42,6,1,False
pax prentiss is my higher power,xanax_princess_,2020-02-18 03:05:14,2,0,False
RT @annabanana4128: only my boyfriend would accidentally show up to work on a holiday and then realize no one is coming and stay just to ru…,xanax_princess_,2020-02-17 18:46:39,0,1,True
"had a dream about high school, life really comes at you like a ton of bricks man",xanax_princess_,2020-02-15 10:58:23,3,0,False
killer guitar solo at this brazilian steakhouse on valentines day,xanax_princess_,2020-02-15 03:46:42,3,0,False
"@annabanana4128 tru, even tho he’s basically from my town, not that great",xanax_princess_,2020-02-14 03:44:12,1,0,False
falling asleep to blithe field gives me major psych hospital vibes when i had a cheap mp3 player loaded w dope lofi… https://t.co/CtLYyNa0Id,xanax_princess_,2020-02-12 06:24:34,6,0,False
i hate when the world goes on night mode,xanax_princess_,2020-01-07 02:06:11,10,1,False
@tearaglass https://t.co/JOamgspuWU,xanax_princess_,2019-12-28 02:08:20,0,0,False
the dice game? yeah my family plays yahtzee regularly,xanax_princess_,2019-12-25 23:27:31,4,0,False
writing code to analyze my brothers poker data is peak sobriety,xanax_princess_,2019-12-22 00:44:34,9,0,False
@timpc9213 this heat changes ya real quick,xanax_princess_,2019-12-06 21:08:34,1,0,False
"damn this is why I make music, s/o to the homies, I love yall https://t.co/hxoBhlFflF",xanax_princess_,2019-12-06 16:45:40,6,0,False
@jaqkeystone miss you too dude!!!,xanax_princess_,2019-09-29 12:30:55,1,0,False
"a collection of my fav work quotes about me:
""that dudes the hardest working burnout ive ever seen""
""that dudes a n… https://t.co/QXQ0T5DjWC",xanax_princess_,2019-09-29 02:53:46,9,0,False
@uhnonimouse thanks homie survived the floods so far tg,xanax_princess_,2019-09-20 23:48:15,1,0,False
"RT @J2tellem: Back in school as a 28 year old undergrad , learning about mean, median, and mode for the 10,000th time in my life and feelin…",xanax_princess_,2019-09-04 10:37:29,0,4,True
@timpc9213 or both,xanax_princess_,2019-08-30 00:04:39,1,0,False
"RT @cd3lisi: @xanax_princess_ 

Set Your Goals in 2008: “Suits and ties are not to congregate in my sanctuary.”

Set Your Goals in 2019: ht…",xanax_princess_,2019-08-17 15:46:04,0,1,True
@annabanana4128 thats why im ur uber!!!,xanax_princess_,2019-08-16 17:25:36,1,0,False
@AristocratAlex @cd3lisi @basement_dudes @timpc9213 @DeezNutwell lmaooo the bot is cancelled now,xanax_princess_,2019-08-16 16:34:44,4,0,False
RT @sarahisyucky: white guys be like “that’s fair...”,xanax_princess_,2019-08-12 20:17:53,0,13676,True
@evanth0mas theres no escape you have to like it 😈,xanax_princess_,2019-08-02 23:02:32,0,0,False
@timpc9213 @slpyboy lmaoooo i love both of you,xanax_princess_,2019-08-02 23:00:48,2,0,False
"bruh its 2019 if you cant see that everything you dislike is just a reflection of what you dont like about yourself, i aint got time for you",xanax_princess_,2019-08-02 17:21:02,8,2,False
